,title,link,salary,location,company,classification,summary
147,NodeJs Senior Software Engineer,/job/52901189?type=standout#searchRequestToken=52f7e7b2-7d09-4bc5-9a55-01346abe192f,Join us to grow and progress your career with us!!,Sydney,Winning Group,Information & Communication Technology,
148,Full Stack Developer,/job/52986496?type=standout#searchRequestToken=52f7e7b2-7d09-4bc5-9a55-01346abe192f,Attractive base salary,Sydney,Rural Press Pty Ltd,Information & Communication Technology,
149,Software Engineer - PHP,/job/52852604?type=standard#searchRequestToken=52f7e7b2-7d09-4bc5-9a55-01346abe192f,$120000.00 - $150000.00 p.a.,Sydney,Experis,Information & Communication Technology,
150,Lead Software Engineer,/job/52815851?type=standard#searchRequestToken=52f7e7b2-7d09-4bc5-9a55-01346abe192f,$150k - $170k p.a. + Super + Bonus,Sydney,Robert Walters,Information & Communication Technology,
151,Junior C# Software Engineer - Automation and Robotics,/job/52779041?type=standout#searchRequestToken=52f7e7b2-7d09-4bc5-9a55-01346abe192f,"$55,000 - $100,000 plus super",Sydney,Sideshow Consulting,Information & Communication Technology,
152,Senior Software Engineer,/job/52842152?type=standout#searchRequestToken=52f7e7b2-7d09-4bc5-9a55-01346abe192f,Salary commensurate with experience,Sydney,Macquarie Group Limited,Information & Communication Technology,
153,Senior Software Engineer,/job/52915548?type=standard#searchRequestToken=52f7e7b2-7d09-4bc5-9a55-01346abe192f,"$120,000 - $145,000 + Super + Bonus",Sydney,SustainAbility Consulting,Information & Communication Technology,
154,Senior Developer,/job/52731396?type=promoted#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,Buyers Buyers Pty Ltd,Information & Communication Technology,
155,Senior Salesforce Engineer,/job/52902062?type=promoted#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,Lendi,Information & Communication Technology,
156,Senior Software Engineer - Data (Informatica),/job/52964329?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,ING,Information & Communication Technology,
157,Full Stack Developer,/job/52982076?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,Attractive Salary and Benefits,Sydney,Rural Press Pty Ltd,Information & Communication Technology,
158,Embedded Software Engineering Manager,/job/52980575?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,Advanced Navigation,Information & Communication Technology,
159,Software Developer,/job/52788969?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,Indue Ltd,Information & Communication Technology,
160,Senior Embedded Software Engineer,/job/52884120?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,"$145,000 + Super + Benefits",Sydney,The Onset,Information & Communication Technology,
161,Software Engineer,/job/52765556?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,TABCORP,Information & Communication Technology,
162,Software Engineer,/job/52733284?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,"$110,000-$150,000 + super depending on experience",Sydney,Kapital Consulting,Information & Communication Technology,
163,Full Stack Developer - C# / JavaScript,/job/52972561?type=standard#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,Up to $120k base + super + 10% bonus,Sydney,Fyndr Group,Information & Communication Technology,
164,"Junior - Mid Level .Net, C# Developer - Boutique Insurance Company!",/job/52863976?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,HiTech Personnel,Information & Communication Technology,
165,Software Engineer,/job/52735888?type=standard#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,75000 - 95000,Sydney,DX Solutions Pty Ltd,Information & Communication Technology,
166,Back-End Developer,/job/52854812?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,"$120,000 - $130,000 plus Share Bonus Plan",Sydney,Opica Group,Information & Communication Technology,
167,Full Stack Software Developer,/job/52827422?type=standard#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,$90K- $100K + Super + ESOP,Sydney,uPaged Pty Ltd,Information & Communication Technology,
168,Software Support Engineer,/job/52838699?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,HUB24 Management Services Pty Ltd,Information & Communication Technology,
169,Mid Weight Full Stack Developer,/job/52968175?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,HowToo,Information & Communication Technology,
170,Application Developer,/job/52884651?type=standard#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,$110k - $130k p.a. + + super + bonus,Sydney,Mars Recruitment,Information & Communication Technology,
171,Senior Software Engineer (React),/job/52931261?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,Lendi,Information & Communication Technology,
172,Junior .Net Web Developer,/job/52967499?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,"$55,000 - $64,999",Sydney,Companion Systems Pty Ltd,Information & Communication Technology,
173,Software Engineer (PHP / Node.js / React),/job/52871849?type=standout#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,Vend,Information & Communication Technology,
174,Software Engineer,/job/52725308?type=standard#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Wagga Wagga & Riverina,MSP Photography,Information & Communication Technology,
175,Intermediate C++ Software Engineer,/job/52810902?type=standard#searchRequestToken=34dad593-20ef-4ec6-ad05-618a80ccceb6,NA,Sydney,Agerris Pty Ltd,Information & Communication Technology,
176,AEM Developer,/job/52570065?type=promoted#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,Solution Digital,Information & Communication Technology,
177,Full Stack Support Engineer - Java,/job/52769958?type=promoted#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,Comestri Pty Ltd,Information & Communication Technology,
178,Senior Software Engineer - Node,/job/52900668?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,Preacta Recruitment,Information & Communication Technology,
179,Senior Software Engineer - Healthcare,/job/52815887?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,$150k - $170k p.a. + Super + Benefits,Sydney,Robert Walters,Information & Communication Technology,
180,Senior Software Engineer (Python Developer),/job/52876491?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,Paxus,Information & Communication Technology,
181,Java Developer,/job/52867664?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,"$90,000 - $120,000",Sydney,Omnium Technologies Pty Ltd,Information & Communication Technology,
182,Software Engineer,/job/52711925?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,"$77,000 - $88,000",Sydney,Visionflex Pty. Ltd.,Information & Communication Technology,
183,Junior Software Developer and Phone/Email Support,/job/52793407?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,NA,Information & Communication Technology,
184,ICT Senior Developer - Canberra/Remote,/job/52990646?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,"$140,000 - $149,999",Sydney,Australian Medical Council,Information & Communication Technology,
185,Senior Java Developer / Principal Software Engineer - Java/JVM/Scala/Cloud,/job/52970399?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,160-180k + Super + Bens,Sydney,Amplify Partners Pty Ltd,Information & Communication Technology,
186,Full Stack Developer,/job/52832559?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,Evenergi,Information & Communication Technology,
187,Back End Node Software Engineer,/job/52698163?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,"$130,000 - $150,000 + Super + Equity",Sydney,NA,Information & Communication Technology,
188,Full Stack Developer (Developer Programmer),/job/52848926?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,NetYourJob,Information & Communication Technology,
189,Full Stack JavaScript Developers,/job/52828652?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,"Newcastle, Maitland & Hunter",NewyTechPeople,Information & Communication Technology,
190,Software Engineering Lead - Analytics,/job/52950427?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Gosford & Central Coast,Centennial Coal,Information & Communication Technology,
191,Back End Developer - NodeJS/AWS/Lambda,/job/52953566?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,$850-950pd,Sydney,Aurec,Information & Communication Technology,
192,Product Engineer - Digital,/job/52938726?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,plus leave loading and superannuation,Sydney,Department of Customer Service,Information & Communication Technology,
193,Senior (Lead) Software Engineer,/job/52853662?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,"$120,000 - $150,000",Sydney,Solentive Systems,Information & Communication Technology,
194,Senior Software Engineer,/job/52950035?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,WooliesX,Information & Communication Technology,
195,.NET Software Engineer / Developer,/job/52836555?type=standard#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,Deltatre,Information & Communication Technology,
196,Senior C++ Engineer - Low Latency Prop Trading - Sydney/Brisbane/100% WFH!,/job/52943454?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,"$150,000 - $300,000+ + Stock Options",Sydney,Westbury Partners,Information & Communication Technology,
197,Full Stack Developer,/job/52852575?type=standout#searchRequestToken=15727bd0-8a40-4502-aee0-145d64dc2b30,NA,Sydney,Rugby Australia,Information & Communication Technology,
198,Senior Salesforce Engineer,/job/52902062?type=promoted#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,Lendi,Information & Communication Technology,
199,Firmware Engineer,/job/52726168?type=promoted#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,"$60,000 - $79,999",Sydney,Roobuck,Information & Communication Technology,
200,Java Developer (Backend) - Sydney,/job/52974075?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,$500 - $550 p.d. + Open to discuss,Sydney,AYAN INFOTECH PTY LTD,Information & Communication Technology,
201,Senior Software Engineer - APJ,/job/52844297?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,WFS Australia Pty Limited,Information & Communication Technology,
202,"Principal Software Engineer (Web Services/Cloud Technologies), Australia",/job/52838793?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,Aveva software Australia Pty Ltd,Information & Communication Technology,
203,Full Stack Developer - Javascript | Node.js,/job/52955795?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,$100000.00 - $120000.00 p.a. + superannuation,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
204,Software Developer - Python / JavaScript,/job/52902490?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,$100-170k base + super,Sydney,Fyndr Group,Information & Communication Technology,
205,Java Developer - Immediate Start Available!,/job/52990556?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,"$110,000 - $149,999",Sydney,4mation Technologies,Information & Communication Technology,
206,Software Engineer,/job/52657336?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,"$90,000 - $109,999",Sydney,BCS Technology Pty Ltd,Information & Communication Technology,
207,Senior Software Engineer - New Zealand,/job/52803465?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,Seequent,Information & Communication Technology,
208,Senior Software Developer,/job/52930537?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,Super,Sydney,FIRESOFT People,Information & Communication Technology,
209,Software Engineer (Entry Level),/job/52765256?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,Skillinx,Information & Communication Technology,
210,Graduate/Junior Software Developer,/job/52758454?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,NA,Information & Communication Technology,
211,Software Developer - Technology (Products),/job/52796575?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,UGL - Transport & Technology,Information & Communication Technology,
212,EMBEDDED SOFTWARE ENGINEER,/job/52778171?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,Optical Systems Design,Information & Communication Technology,
213,Front End Developer / Software Engineer,/job/52611071?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,"$130,000 - $179,999",Sydney,Outcomex Pty Ltd,Information & Communication Technology,
214,Senior Software Engineer,/job/52822207?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,Swisslog Australia Pty Ltd,Information & Communication Technology,
215,Full Stack Developer,/job/52903456?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,Top $'s Paid,Sydney,Quality People,Information & Communication Technology,
216,Junior Software Engineer,/job/52670929?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,Company Bonus,Sydney,Bayer Australia Limited,Information & Communication Technology,
217,Senior Java Software Engineer,/job/52821096?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,Competitive Salary,Sydney,Hawksworth Consulting,Information & Communication Technology,
218,Service Developer,/job/52970983?type=standout#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,"$120,000 - $199,999",Sydney,Methodic,Information & Communication Technology,
219,Senior Software Engineer (C#) - $130k-135k + Super + 10% bonus,/job/52849264?type=standard#searchRequestToken=25cc0e29-8120-4ef3-958a-c6e8463c8fa1,NA,Sydney,Allura Partners,Information & Communication Technology,
0,Junior/Graduate Software Engineer - Digital Health Scaleup (Work Remotely),/job/52579575?type=promoted#searchRequestToken=d4720606-f3b4-4349-874b-120ce958bd77,"$55,000 - $70,000",Sydney,EpiSoft,Information & Communication Technology,
1,Data Engineer,/job/52728711?type=promoted#searchRequestToken=d4720606-f3b4-4349-874b-120ce958bd77,NA,Sydney,ZeroLogix Pty Ltd,Information & Communication Technology,
2,Senior Software Engineer,/job/52828261?type=standout#searchRequestToken=d4720606-f3b4-4349-874b-120ce958bd77,Annual Salary,Sydney,Objective Corporation,Information & Communication Technology,
3,Programmer/Analyst,/job/52897024?type=standard#searchRequestToken=d4720606-f3b4-4349-874b-120ce958bd77,"$78,183 - $96,811 + 17% superannuation","Wollongong, Illawarra & South Coast",University of Wollongong,Information & Communication Technology,
4,Golang Software Engineer,/job/52743718?type=standard#searchRequestToken=d4720606-f3b4-4349-874b-120ce958bd77,NA,Sydney,THRASHER CORPORATION PTY LTD,Information & Communication Technology,
5,Senior/Lead Software Engineer - $150k-$170k + Super + 10% Equity,/job/52901652?type=standard#searchRequestToken=d4720606-f3b4-4349-874b-120ce958bd77,NA,Sydney,Allura Partners,Information & Communication Technology,
6,Senior Software Developer,/job/52795686?type=standard#searchRequestToken=d4720606-f3b4-4349-874b-120ce958bd77,NA,"Newcastle, Maitland & Hunter",Digitise,Information & Communication Technology,
